사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
2020-11,7호선,482,중계,15,0,"8,103","1,799","21,268","4,357","58,858","14,482","61,795","24,212","30,605","12,031","19,931","9,006","18,071","9,237","19,229","12,161","18,789","14,302","14,928","13,786","16,566","15,408","19,590","18,625","19,517","26,281","16,093","42,029","9,277","43,599","6,573","23,923","7,018","21,530","5,297","18,340","1,503","11,197",6,"1,082",0,0,0,0,0,0
2020-11,7호선,483,하계,5,0,"7,208","1,427","22,081","6,362","66,066","15,836","68,942","24,197","35,863","18,099","23,608","13,881","22,165","14,131","23,874","17,240","23,144","19,884","22,260","20,263","23,580","21,817","26,319","25,340","27,376","32,446","22,693","53,834","13,525","54,784","10,111","29,077","10,379","26,360","8,220","22,175","2,382","14,520",6,"1,237",0,0,0,0,0,0
2020-11,7호선,484,공릉(서울과학기술대),19,1,"5,986","1,108","12,662","4,080","35,580","10,672","41,399","21,954","21,739","13,278","15,088","10,103","14,328","9,885","15,846","12,339","16,374","14,065","16,095","13,645","15,799","15,714","17,825","18,971","19,436","24,417","21,223","37,929","12,003","36,031","9,668","19,656","8,905","17,627","7,305","14,867","3,137","11,059",1,767,1,0,0,0,0,0
2020-11,7호선,485,태릉입구,109,0,"6,760","1,528","7,135","4,676","20,358","7,678","25,177","17,060","15,132","10,196","10,416","7,899","9,735","8,350","10,702","8,661","10,992","9,517","11,069","9,380","11,857","10,297","13,319","12,078","17,002","15,348","17,688","21,422","10,660","19,239","7,539","11,883","7,362","11,079","5,563","9,726","2,294","6,568",10,"2,840",0,0,0,0,0,0
2020-11,7호선,486,먹골,58,0,"7,188",637,"12,117","3,052","34,889","4,719","43,219","13,350","23,286","8,606","13,883","8,454","12,503","8,180","13,545","9,348","13,383","11,087","12,427","11,188","11,899","13,714","11,825","16,889","13,534","22,901","14,711","35,197","9,288","32,056","6,300","18,423","5,289","16,056","3,967","13,570","1,813","8,589",3,775,0,0,0,0,0,0
2020-11,7호선,487,중화,14,0,"8,051","1,061","13,535","3,836","35,294","7,687","46,750","22,393","24,676","10,285","14,757","8,255","12,706","8,590","14,493","9,706","13,420","10,495","12,167","11,206","11,950","14,683","13,966","17,165","16,185","22,303","18,029","36,326","10,834","32,564","6,926","18,839","6,517","17,585","4,436","15,073","1,808","9,246",5,833,0,0,0,0,1,0
2020-11,7호선,488,상봉(시외버스터미널),354,3,"10,567","1,436","17,857","7,219","49,417","12,918","68,699","32,833","34,822","19,934","19,162","13,027","17,436","13,398","19,419","15,691","19,642","17,286","18,443","17,953","19,267","19,678","23,102","24,577","29,748","33,808","31,812","56,759","20,855","50,043","15,667","27,568","15,256","24,517","10,599","19,302","4,814","12,854",27,"1,310",0,0,0,0,0,0
2020-11,7호선,489,면목,21,0,"12,412",869,"20,984","5,715","56,213","8,221","72,325","25,971","37,544","14,576","21,207","12,525","18,283","12,056","19,928","14,603","18,918","16,591","16,416","16,789","17,606","20,344","20,770","27,811","20,981","34,994","19,412","53,549","15,534","50,177","9,325","28,129","7,804","25,201","6,341","20,320","2,258","12,746",4,"1,163",0,0,0,0,1,0
2020-11,7호선,490,사가정,12,0,"11,087","1,458","20,424","7,066","53,625","11,176","69,665","25,195","38,692","14,904","23,012","13,599","19,579","13,784","21,355","15,305","20,889","16,112","18,577","18,345","18,485","23,004","20,430","27,639","22,975","37,381","23,199","60,236","16,660","53,348","11,869","29,013","10,553","25,683","7,736","21,150","3,291","11,996",3,"1,284",0,0,2,0,1,0
2020-11,7호선,491,용마산(용마폭포공원),12,2,"4,672",520,"9,795","2,292","22,763","3,608","28,815","10,623","14,979","6,028","8,571","5,414","7,106","4,576","7,475","5,217","7,132","5,812","6,370","6,342","6,394","7,543","7,439","9,086","7,164","11,808","7,494","20,698","4,832","18,120","2,908","10,305","2,366","10,359","1,770","8,855",835,"4,765",0,491,0,0,0,0,0,0
2020-11,7호선,492,중곡,1,0,"5,203",563,"11,646","4,334","29,524","9,430","45,741","18,897","24,778","9,213","13,967","7,766","12,545","7,454","12,617","8,394","12,110","9,372","11,397","10,150","11,054","12,884","15,863","15,125","16,255","19,409","13,493","30,547","8,900","27,430","5,692","15,115","5,166","14,775","3,352","12,110","1,389","7,553",3,228,0,0,0,0,1,0
2020-11,7호선,493,군자(능동),43,3,"8,122",883,"13,031","6,172","32,170","7,527","57,031","24,931","35,456","15,467","18,177","9,889","15,155","9,525","15,489","9,794","15,907","11,216","15,087","11,933","15,649","15,228","18,354","17,276","23,190","23,936","30,009","39,893","18,230","32,693","14,339","18,240","13,969","16,946","10,279","14,155","4,547","8,368",10,610,0,1,0,0,0,0
2020-11,7호선,494,어린이대공원(세종대),8,0,"3,503","1,011","6,705","8,855","16,610","13,115","29,739","44,777","20,612","25,713","11,602","16,891","12,344","14,372","14,887","15,810","15,462","18,837","15,163","17,504","19,145","16,014","23,708","15,690","34,130","19,712","36,424","27,478","19,403","21,788","13,900","13,151","14,581","12,650","13,381","10,933","6,212","7,419",5,278,0,0,0,0,0,0
2020-11,7호선,495,건대입구,37,0,"4,005",941,"4,202","6,212","11,804","16,461","18,165","31,432","14,311","24,928","10,978","17,620","12,117","15,637","13,498","18,417","14,535","20,432","16,911","19,522","20,514","19,086","24,192","19,679","33,274","25,422","33,531","38,268","22,213","26,151","25,069","13,008","21,061","11,890","17,134","8,785","8,184","5,490",4,"2,421",0,0,0,0,0,0
2020-11,7호선,496,뚝섬유원지,3,0,"4,285",464,"7,857","3,737","19,319","5,890","28,709","11,875","18,198","7,971","9,525","5,697","7,877","6,624","8,044","7,719","8,539","8,535","8,362","9,987","9,478","11,858","11,173","13,013","13,174","17,332","13,236","25,684","8,734","19,470","7,384","11,645","7,373","11,847","5,458","9,460","2,316","4,770",0,317,0,0,0,0,0,0
2020-11,7호선,497,청담,24,0,"2,207","3,742","5,799","25,097","9,240","56,292","12,357","144,906","10,131","94,133","9,683","36,112","12,823","21,096","15,376","18,044","16,653","20,877","20,270","18,488","27,720","15,962","35,654","16,010","58,199","18,353","108,320","19,771","55,832","12,655","32,022","8,355","29,640","7,506","20,985","4,654","5,183","3,334",3,"1,737",0,0,0,0,0,0
2020-11,7호선,498,강남구청,4,0,"1,461","1,732","3,535","11,521","6,375","29,918","8,495","100,102","7,363","91,614","7,372","33,871","9,555","21,270","11,397","18,010","14,084","19,539","17,301","15,892","22,264","14,441","25,912","15,103","41,761","16,493","82,156","18,387","48,741","11,979","30,568","7,384","30,598","6,025","20,403","3,984","6,773","3,391",7,405,0,0,0,0,1,0
2020-11,7호선,499,학동,3,0,"2,301","2,114","4,395","22,457","7,583","50,001","10,489","178,246","9,776","131,995","9,619","44,871","11,973","24,904","15,608","20,804","18,644","23,845","23,670","20,647","29,062","17,852","36,667","17,251","68,352","18,205","155,517","18,935","75,262","12,004","37,582","7,327","35,685","6,106","23,441","4,116","7,544","3,091",26,254,2,0,0,0,0,0
2020-11,7호선,500,논현,16,0,"2,755","1,439","4,580","16,752","8,392","44,042","14,827","116,595","12,797","97,110","10,376","36,321","12,243","21,657","14,585","20,206","16,751","22,376","19,765","21,348","23,726","19,890","30,065","20,526","54,422","25,815","101,312","33,725","57,124","20,734","36,844","11,455","38,709","9,354","30,029","7,135","12,371","4,954",40,459,0,0,0,0,0,0
2020-11,7호선,501,반포,9,0,855,544,"2,518","5,818","7,444","11,669","10,031","19,885","6,655","16,047","4,512","7,925","4,740","8,073","6,269","8,495","7,118","7,889","7,406","6,841","9,091","6,870","12,590","6,973","14,940","8,292","16,762","10,264","10,812","6,666","8,465","3,899","9,413","3,391","7,321","2,963","1,643","1,740",5,112,0,0,0,0,0,0
2020-11,7호선,502,고속터미널,28,1,"1,184","2,699","2,703","21,650","9,239","35,082","15,775","51,655","17,441","33,888","17,047","23,723","19,934","21,242","20,456","19,293","21,697","23,024","22,388","21,368","30,895","16,265","33,677","16,039","50,085","18,161","51,201","19,999","31,061","13,269","32,325","7,626","28,775","7,507","21,735","3,848","5,714","2,386",21,260,1,0,0,0,0,0
2020-11,7호선,503,내방,2,0,"2,214","1,436","6,478","10,564","16,091","22,650","26,950","77,363","17,882","42,967","12,126","17,853","12,610","13,362","13,608","13,603","16,020","15,352","16,111","14,682","17,933","14,600","22,528","15,899","35,661","20,135","68,309","28,583","25,104","19,708","16,899","11,278","17,473","10,181","12,000","8,043","3,609","4,639",3,"2,041",0,0,0,0,0,0
2020-11,7호선,504,이수,16,0,"4,697","1,226","7,966","8,800","24,992","13,470","40,656","40,828","25,954","27,764","16,407","16,897","16,205","15,099","18,041","16,056","19,681","18,264","18,824","18,337","21,229","19,788","24,132","23,675","29,307","30,718","41,158","51,431","23,508","34,655","21,231","19,010","22,445","16,800","17,994","13,051","8,192","7,928",19,758,1,0,0,0,0,0
2020-11,7호선,505,남성,2,0,"5,593",832,"12,031","3,863","36,710","5,912","55,563","14,457","30,607","9,773","16,547","8,813","13,828","8,913","14,176","9,957","14,055","11,449","12,508","11,992","12,443","14,581","12,618","18,180","14,321","23,211","14,195","40,003","8,353","31,112","7,622","18,395","7,732","17,004","5,079","13,929","1,986","8,851",26,589,0,0,0,0,0,0
2020-11,7호선,506,숭실대입구(살피재),12,1,"5,386",761,"10,938","3,371","34,995","8,071","49,555","18,355","26,376","13,810","15,071","11,259","13,709","12,088","15,182","13,017","15,229","14,487","13,980","14,660","14,088","16,901","17,105","19,944","21,203","26,817","18,985","43,552","11,231","34,672","9,668","19,791","10,333","18,856","8,315","15,752","3,895","10,397",11,"1,023",0,0,0,0,0,0
2020-11,7호선,507,상도,0,0,"4,400","1,378","10,220","6,052","28,989","7,862","41,713","16,564","23,815","13,432","14,510","9,641","12,558","8,666","13,054","10,470","13,586","11,298","12,433","11,269","12,300","13,147","15,786","15,684","18,139","21,711","17,876","35,139","9,694","27,152","7,718","16,715","7,898","15,551","6,973","12,876","3,223","8,451",19,680,0,0,0,0,0,0
2020-11,7호선,508,장승배기,17,0,"6,711",867,"10,752","4,088","28,858","8,316","42,959","17,371","24,180","10,023","14,158","8,831","11,746","8,651","12,090","9,320","13,068","10,804","11,558","10,914","11,250","13,188","12,939","15,630","13,676","20,686","15,725","33,707","8,368","26,602","6,593","14,976","6,523","14,953","5,078","11,781","1,811","7,323",9,645,0,0,0,0,0,0
2020-11,7호선,509,신대방삼거리,17,0,"9,674","1,335","16,427","7,742","48,036","11,909","75,989","29,930","40,013","18,724","21,539","13,273","19,227","12,211","20,467","13,659","19,493","15,050","17,458","16,681","17,530","19,523","21,123","23,212","22,742","32,420","28,374","59,106","15,383","46,575","11,594","26,864","9,886","24,845","7,316","20,854","3,090","13,241",12,940,1,0,0,0,1,0
2020-11,7호선,510,보라매,33,1,"5,931","1,259","7,910","6,415","21,783","17,208","33,098","40,819","18,043","13,742","10,602","8,225","10,529","7,480","10,909","9,019","11,459","9,602","12,674","8,982","12,735","9,906","14,342","11,624","18,324","16,945","32,805","27,935","11,486","22,016","8,180","12,489","7,269","11,503","5,097","9,481","1,784","6,245",5,680,1,0,0,0,0,0
2020-11,7호선,511,신풍,60,0,"10,199","1,392","14,559","5,358","38,151","10,736","49,206","20,621","27,302","11,513","15,298","9,353","12,603","8,902","14,029","9,749","13,441","11,217","12,293","11,076","12,955","14,176","14,183","17,333","17,430","26,007","18,627","39,299","10,829","29,848","7,322","17,422","6,396","17,694","4,191","14,358","1,562","8,011",7,"1,516",0,0,0,0,0,0
2020-11,7호선,512,대림(구로구청),29,1,"11,932",908,"7,853","3,860","14,622","6,348","19,417","17,672","14,248","12,393","10,116","12,413","10,265","12,489","11,801","11,781","12,242","12,409","12,786","11,822","13,810","12,809","14,407","14,057","16,348","20,950","18,017","22,707","10,852","14,250","8,264","9,864","6,617","12,456","4,869","8,737","2,245","4,515",9,250,6,0,3,0,0,0
2020-11,7호선,513,남구로,14,0,"19,166","1,730","15,413","6,417","29,201","28,281","32,859","102,051","21,205","47,345","13,433","17,611","12,595","13,040","13,697","13,081","13,604","13,825","13,025","13,483","14,858","15,044","17,854","19,561","36,771","34,607","76,127","32,766","33,911","21,391","18,267","14,221","13,264","16,644","7,684","13,283","3,013","6,698",28,387,1,0,1,0,1,0
2020-11,7호선,514,가산디지털단지,632,6,"7,208","5,704","8,195","21,472","20,468","107,628","22,580","380,095","17,018","215,207","15,888","59,463","20,628","36,398","26,915","33,603","31,346","35,589","35,459","32,566","45,876","29,165","61,978","28,063","172,301","29,211","316,422","34,318","135,150","24,763","74,219","13,388","61,997","11,082","30,620","9,433","9,955","5,779",67,865,2,0,3,0,0,0
2020-11,7호선,515,철산,18,0,"10,180","4,324","26,157","9,869","79,157","14,416","87,288","32,900","43,590","26,708","26,609","19,264","24,522","18,172","25,398","19,906","25,038","22,902","22,380","24,249","23,641","27,639","27,652","32,796","34,286","50,615","34,276","87,657","20,688","75,200","18,988","36,672","18,245","31,525","14,418","26,477","5,416","15,285",79,"2,671",0,0,1,0,0,0
2020-11,7호선,516,광명사거리,227,2,"22,033","5,178","29,319","12,418","77,247","15,806","93,656","27,105","46,448","23,556","28,487","20,643","26,804","23,000","29,305","25,130","28,771","26,532","27,500","27,251","27,224","32,904","31,659","38,546","36,798","52,817","33,255","82,716","20,179","65,685","16,517","36,647","12,562","32,638","8,316","25,082","3,143","14,634",58,"2,195",1,0,1,0,0,0
2020-11,7호선,517,천왕,55,0,"6,590","1,030","14,670","4,847","43,710","7,123","56,030","13,943","27,042","7,474","14,063","6,217","11,615","7,005","12,661","9,107","12,163","10,219","11,146","9,974","11,157","12,592","12,862","15,321","12,420","21,344","11,931","42,100","6,661","35,276","4,597","18,859","3,766","16,688","2,869","12,623",869,"7,582",21,"1,110",0,0,0,0,0,0
2020-11,7호선,518,온수(성공회대입구),112,0,"7,484","1,083","14,561","4,093","47,812","10,023","57,581","16,119","23,746","9,276","12,388","6,799","10,442","6,458","11,594","8,315","11,121","8,735","9,247","9,160","10,600","10,577","13,649","13,035","14,300","20,725","13,412","41,663","5,888","33,442","4,748","17,895","4,457","16,429","2,964","13,019","1,142","8,545",16,"3,076",0,0,0,0,0,0
2020-11,7호선,519,까치울,4,0,"3,769",845,"9,779","4,114","29,516","5,397","38,792","9,615","17,479","4,968","9,452","4,612","7,979","5,891","8,685","6,387","8,832","6,724","7,905","7,433","8,451","7,354","9,678","11,142","10,257","17,165","9,781","28,444","5,422","24,632","4,566","14,978","3,509","12,503","2,474","10,701",771,"5,742",0,10,0,0,0,0,0,0
2020-11,7호선,520,부천종합운동장,38,2,"2,997",827,"5,453","2,792","16,048","5,297","19,503","10,804","9,349","4,017","4,991","3,253","4,928","2,779","5,042","2,883","4,440","3,626","4,001","3,488","4,136","4,046","5,261","4,646","7,449","7,167","9,425","12,525","3,769","11,224","2,530","6,223","2,255","5,429","1,382","4,479",454,"2,790",0,24,0,0,0,0,0,0
2020-11,7호선,521,춘의,4,0,"4,317","1,314","9,035","6,119","22,840","26,572","24,526","51,115","12,941","16,850","8,588","7,343","7,957","5,848","8,250","6,802","8,502","7,502","8,076","6,435","8,457","7,783","11,616","8,571","26,654","11,829","40,664","19,607","15,583","17,595","10,463","10,991","8,267","9,276","4,177","7,469","1,187","4,965",1,85,0,0,0,0,0,0
2020-11,7호선,522,신중동,6,0,"5,213","1,885","15,164","5,538","43,577","13,850","42,619","43,574","20,922","24,991","14,626","13,336","14,529","11,095","15,301","13,322","15,141","15,034","14,962","13,181","15,988","15,589","19,006","18,063","26,030","24,489","39,909","41,931","16,879","41,036","17,715","18,968","11,055","16,218","8,542","14,472","3,472","10,473",1,345,1,0,0,0,0,0
2020-11,7호선,523,부천시청,19,1,"4,924","2,074","15,071","6,427","41,170","12,697","40,162","23,968","18,601","18,489","12,645","11,299","12,647","11,407","13,638","12,455","13,369","14,353","13,277","13,389","15,043","15,739","18,031","17,329","21,710","23,519","24,274","40,838","14,509","38,280","15,710","19,149","12,770","14,624","9,004","12,521","2,943","8,669",11,820,0,0,0,0,0,0
2020-11,7호선,524,상동,4,0,"3,970","1,680","14,711","4,923","37,605","10,756","35,862","27,219","16,906","25,703","12,277","13,396","12,623","13,635","14,847","15,457","14,692","17,095","15,165","17,282","17,105","17,089","20,311","18,632","23,003","26,709","28,154","39,704","16,456","38,141","14,205","19,333","16,320","14,424","13,254","12,043","4,394","8,010",17,"1,412",0,0,0,0,0,0
2020-11,7호선,525,삼산체육관,14,0,"2,644",299,"9,056","1,245","22,641","2,864","21,150","6,085","9,661","2,844","5,943","2,344","5,936","3,055","5,785","3,547","5,257","4,118","5,206","4,380","5,179","5,050","5,907","6,551","5,476","9,887","4,906","15,911","3,099","15,431","2,014","9,098","1,836","7,379","1,291","6,663",507,"4,137",3,907,0,0,0,0,0,0
2020-11,7호선,526,굴포천,8,0,"6,163",502,"13,757","3,478","34,489","4,559","35,530","11,237","17,820","8,052","10,117","6,431","9,501","6,395","10,168","7,509","9,917","8,442","8,992","9,551","8,791","9,437","9,989","13,774","11,324","20,096","12,592","34,192","7,039","34,217","5,807","19,304","5,462","15,194","4,288","12,730","2,042","7,151",40,"1,518",0,0,0,0,0,0
2020-11,7호선,527,부평구청,53,0,"7,957",733,"20,625","5,059","59,647","9,771","51,999","13,220","23,562","6,291","12,870","5,084","11,776","5,231","12,254","6,126","11,106","7,820","9,304","7,764","9,465","9,457","10,498","12,356","16,304","17,500","14,552","34,047","8,671","37,175","6,326","20,876","5,008","17,886","3,663","15,050","1,111","9,249",2,"1,747",0,0,0,0,0,0
2020-11,8호선,528,암사,32,0,"13,970","1,063","23,842","5,774","75,586","8,247","101,100","18,146","48,184","12,640","24,466","10,617","21,272","11,420","22,428","15,016","21,002","15,116","18,619","17,927","17,545","23,214","19,386","26,664","20,525","40,503","21,356","70,171","12,034","55,353","9,211","30,242","7,858","30,584","5,218","23,632","1,908","13,039",2,"1,849",0,0,0,0,0,0
2020-11,8호선,529,천호(풍납토성),63,0,"10,664","1,534","16,135","9,887","39,757","14,728","56,399","28,377","33,213","23,771","18,429","16,544","17,015","16,745","18,948","19,196","19,587","21,766","18,706","21,590","19,665","26,540","22,107","30,805","26,247","41,065","30,928","66,261","19,702","46,989","17,115","25,662","13,433","24,706","9,593","18,447","3,652","11,261",8,"1,823",1,0,0,0,0,0
2020-11,8호선,530,강동구청,42,2,"4,565",869,"10,504","5,141","29,059","12,577","39,892","34,354","21,505","13,331","12,448","9,055","11,029","8,889","11,889","9,134","12,250","11,571","11,550","11,163","11,854","12,167","13,996","15,811","16,982","21,429","26,536","33,012","10,230","26,851","7,366","15,071","6,454","13,448","4,087","11,620","1,469","5,941",6,694,0,0,0,0,0,0
2020-11,8호선,531,몽촌토성(평화의문),5,0,"1,537","1,015","3,102","5,860","9,112","8,103","13,943","24,198","7,957","14,269","5,026","7,476","5,013","7,124","5,753","6,905","6,688","6,978","7,298","6,679","8,360","6,635","11,287","7,408","14,976","8,956","20,666","13,177","8,413","9,510","6,023","5,829","6,096","5,260","4,072","4,502","1,811","2,049",0,231,0,0,0,0,0,0
2020-11,8호선,532,잠실(송파구청),2,0,"1,331","1,822","3,550","8,996","7,759","25,147","12,644","71,229","9,391","39,205","8,323","21,283","10,465","21,854","12,763","23,269","15,454","23,984","18,831","23,857","23,351","24,064","27,494","24,262","40,186","28,349","60,500","36,220","33,528","20,439","30,225","10,241","27,076","8,060","18,584","5,105","5,407","2,962",7,562,0,0,0,0,0,0
2020-11,8호선,533,석촌,0,0,"3,196",621,"5,378","3,570","15,002","7,051","22,918","21,558","12,403","16,196","8,405","9,640","8,425","9,859","9,201","10,715","9,748","11,633","9,703","11,607","10,218","12,977","11,493","13,948","14,214","19,174","18,793","27,146","10,044","19,509","8,196","10,803","9,073","9,893","6,581","7,269","2,367","4,659",6,627,0,0,0,0,0,0
2020-11,8호선,534,송파,2,0,"2,499",511,"8,037","4,133","24,878","10,307","31,285","17,817","15,979","9,457","10,504","6,905","10,230","7,027","10,454","7,936","10,780","8,935","9,519","8,777","11,427","10,656","13,034","12,861","12,555","17,060","15,609","26,768","7,702","21,265","5,452","11,507","4,495","10,948","3,195","8,094","1,207","5,134",5,631,0,0,0,0,0,0
2020-11,8호선,535,가락시장,16,0,"2,551","2,480","4,930","6,119","9,200","12,843","12,661","35,845","8,924","17,518","8,707","12,635","9,405","11,255","9,736","10,164","10,670","11,142","11,801","11,176","13,273","10,761","13,793","12,427","17,888","14,327","27,520","20,510","11,919","14,438","10,178","9,012","11,236","7,616","7,918","5,884","2,776","3,628",13,"1,635",0,0,0,0,0,0
2020-11,8호선,536,문정,5,0,"2,066","2,544","6,072","10,801","20,379","42,665","29,894","158,084","18,286","78,165","13,365","27,560","14,732","16,305","16,525","16,294","18,861","19,144","21,624","16,397","24,824","17,817","28,138","18,592","66,160","22,201","120,711","30,485","44,041","23,932","28,191","13,912","24,870","11,359","16,523","10,283","4,228","5,454",1,143,0,0,0,0,0,0
2020-11,8호선,537,장지,7,0,"5,173","2,084","15,277","8,983","44,368","22,411","53,155","49,210","27,576","29,736","16,735","20,100","15,147","17,473","18,114","21,161","19,137","18,476","18,988","19,957","20,997","23,587","27,950","25,529","36,407","31,183","49,045","48,882","26,985","34,258","21,450","19,436","19,764","16,583","12,461","14,335","3,344","8,285",1,104,0,0,0,0,0,0
2020-11,8호선,538,복정,3,0,"3,981","2,329","9,559","9,133","27,660","11,511","37,842","19,802","21,559","13,032","12,607","9,538","11,228","7,774","12,067","9,642","11,530","9,214","11,007","9,147","12,462","10,373","16,565","12,692","23,746","18,213","26,534","30,551","14,917","22,311","9,481","13,999","7,460","12,432","6,081","10,462","1,989","4,647",10,549,3,0,0,0,0,0
2020-11,8호선,539,산성,5,0,"5,367",647,"10,256","2,353","27,237","3,934","32,288","9,885","17,536","6,728","10,430","6,634","8,868","5,476","9,657","6,519","9,138","6,698","8,751","6,739","9,179","9,296","9,712","11,870","10,560","15,279","8,596","25,978","4,291","22,845","3,153","13,962","2,685","13,272","1,774","11,383",788,"5,662",2,"1,025",0,0,0,0,0,0
2020-11,8호선,540,남한산성입구(성남법원.검찰청),1,0,"9,106","1,396","18,647","4,714","46,266","11,273","62,795","27,738","30,350","18,600","18,423","12,376","16,561","10,084","17,659","13,042","17,239","14,739","15,768","12,779","16,215","16,025","19,429","19,873","22,753","24,332","23,557","41,725","11,229","35,870","7,403","21,139","5,769","20,503","3,774","17,691","1,343","9,540",5,"1,560",0,0,0,0,0,0
2020-11,8호선,541,단대오거리,12,0,"7,446","2,051","13,951","6,940","32,497","9,636","39,407","18,638","20,443","9,312","13,360","7,032","11,789","7,421","12,907","8,680","12,820","9,235","11,407","9,785","11,283","13,450","13,800","16,399","17,666","19,628","20,565","32,732","9,924","27,051","6,586","16,644","5,314","15,250","3,864","12,793","1,348","7,747",9,"1,101",0,0,0,0,0,0
2020-11,8호선,542,신흥,1,0,"3,539",828,"5,438","3,112","11,940","2,767","15,142","6,276","8,556","4,705","5,695","4,635","5,559","4,770","5,997","5,105","6,212","5,955","6,084","6,647","6,438","8,015","7,312","8,606","7,841","10,812","7,572","15,858","4,379","12,195","3,674","7,636","3,035","7,078","2,181","5,548",848,"3,119",9,422,0,0,0,0,0,0
2020-11,8호선,543,수진,1,0,"3,754",397,"5,990","2,231","15,157","3,563","20,364","8,922","10,227","4,487","7,063","4,657","6,418","4,833","7,059","5,126","6,557","7,744","5,946","7,079","7,548","7,208","9,429","7,811","8,951","9,494","7,342","13,717","3,971","12,092","3,277","6,984","2,471","7,003","1,779","5,703",666,"3,213",22,510,0,0,0,0,0,0
2020-11,8호선,544,모란,8,0,"1,826",559,"2,959","2,706","8,018","3,785","10,627","7,357","6,261","4,523","5,376","4,588","6,034","5,080","6,615","5,090","7,371","5,973","7,565","6,018","9,282","5,549","10,252","6,102","8,858","6,736","9,013","8,685","5,408","5,736","3,727","3,564","3,742","3,642","2,804","2,910","1,452","1,608",3,353,0,0,0,0,0,0
2020-11,9호선,602,개화,7,0,"2,032",189,"5,133","2,031","11,703","2,926","7,664","5,438","3,225","2,663","2,340","1,805","2,147","1,968","2,065","2,135","2,254","1,953","2,037","1,858","2,545","2,157","4,085","2,155","5,666","3,135","6,224","4,967","2,556","4,937","1,987","2,868","1,423","2,161",456,"1,754",174,981,1,132,0,0,0,0,0,0
2020-11,9호선,603,김포공항,25,0,"1,258","1,566","3,417","11,691","7,872","18,035","10,578","21,509","9,088","21,464","8,664","18,642","11,325","19,258","9,735","20,954","10,973","26,107","16,637","23,226","16,118","21,120","16,299","26,495","18,000","28,302","22,150","29,481","14,841","19,354","15,271","8,732","17,337","3,941","11,938","2,565","1,326","1,553",13,629,0,0,0,0,0,0
2020-11,9호선,604,공항시장,3,0,"2,951",164,"4,066","1,163","8,295","1,797","9,264","3,926","5,071","2,635","3,849","3,122","3,908","3,014","4,259","3,037","4,064","3,590","3,772","3,830","3,940","4,504","3,847","5,513","4,044","6,459","3,862","9,685","2,360","9,118","2,146","5,728","1,766","4,887","1,114","4,419",490,"3,124",0,274,0,0,0,0,0,0
2020-11,9호선,605,신방화,7,0,"4,426",750,"10,374","2,669","26,044","4,244","24,940","10,309","13,189","5,436","8,997","4,713","8,053","5,316","9,020","6,739","8,580","7,028","7,651","6,902","7,953","9,952","9,286","10,233","8,414","13,415","9,587","22,962","4,954","19,838","4,240","11,272","3,394","10,544","2,537","8,686",794,"5,602",0,117,0,0,0,0,0,0
2020-11,9호선,606,마곡나루(서울식물원),4,0,"3,542",825,"8,615","6,516","25,521","10,268","26,833","36,012","12,964","18,169","9,154","10,330","9,082","8,678","10,864","9,817","11,250","10,458","11,560","10,558","12,776","11,232","15,887","12,729","24,606","18,828","34,035","30,060","15,842","27,073","12,743","15,180","13,101","13,566","9,620","11,892","3,878","8,494",71,517,0,0,0,0,0,0
2020-11,9호선,607,양천향교,2,0,"4,161",951,"8,513","4,662","27,473","9,381","28,049","34,102","13,833","16,463","9,929","8,306","9,829","7,526","11,510","8,657","10,893","8,442","10,409","9,624","11,599","9,523","13,674","10,880","18,879","15,580","29,004","25,071","11,021","24,272","7,078","14,853","6,250","12,613","3,923","11,534","1,348","8,275",3,72,0,0,0,0,0,0
2020-11,9호선,608,가양,42,1,"13,240","1,768","22,282","9,728","67,236","22,305","69,859","40,183","38,056","24,556","25,925","15,102","25,646","16,075","26,952","16,951","25,166","20,803","23,134","21,636","25,192","24,341","28,555","29,848","34,510","37,908","40,694","64,205","19,441","55,642","13,638","32,851","11,377","30,782","7,736","25,551","2,212","15,703",2,777,0,0,0,0,0,0
2020-11,9호선,609,증미,1,0,"2,038",793,"6,749","2,550","19,131","6,740","19,869","31,408","9,600","10,000","7,331","6,333","7,538","5,664","8,090","6,233","7,909","7,249","7,880","7,166","8,398","8,992","8,836","8,866","12,976","10,700","27,341","19,819","8,312","17,038","5,219","8,094","4,354","7,694","2,930","5,965",984,"3,894",0,95,0,0,0,0,0,0
