사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
2020-11,경원선,366,양주,"1,300",1,"5,117","1,369","11,147","5,304","30,504","9,512","24,729","11,156","14,891","7,244","12,120","6,424","10,974","7,025","11,254","7,919","10,493","7,788","9,304","8,071","9,645","9,315","11,736","12,206","12,595","14,809","13,514","20,657","6,301","20,865","3,864","13,992","3,080","10,497","1,754","9,024",531,"5,479",24,"2,840",3,0,0,0,0,0
2020-11,경원선,367,덕계,1,0,"2,197",431,"6,732","2,558","11,321","2,470","10,620","4,442","5,274","2,428","3,832","1,570","3,576","1,955","3,881","2,478","3,721","2,205","3,158","2,603","3,064","3,408","3,690","3,667","4,301","6,039","3,827","7,092","1,566","7,641","1,046","5,145",767,"3,747",671,"2,608",192,"2,351",13,636,0,0,0,0,0,0
2020-11,경원선,368,덕정,2,0,"3,088","1,425","8,094","4,832","18,568","9,942","16,435","14,823","9,421","7,997","7,216","4,638","7,939","5,517","8,702","7,175","8,265","6,140","7,164","5,333","7,840","6,647","9,134","7,752","11,961","12,540","13,165","13,429","5,338","13,126","3,615","8,764","3,401","8,016","2,669","5,837","1,137","4,050",179,"1,149",0,0,0,0,0,0
2020-11,경원선,369,지행,52,0,"4,466",693,"9,687","2,514","20,425","4,836","19,248","12,677","12,241","6,425","9,341","5,132","9,627","6,033","9,231","7,573","9,510","8,298","8,445","8,036","8,400","9,521","9,072","11,198","10,172","15,975","11,633","16,221","5,917","18,186","5,575","12,825","4,713","9,154","3,380","8,263","1,985","5,504",205,"2,036",0,0,0,0,0,0
2020-11,경원선,370,동두천중앙,31,1,"2,326",653,"4,330","2,012","8,277","3,549","8,193","9,557","5,650","3,991","4,782","3,552","4,897","4,276","4,943","4,367","5,217","4,573","4,948","4,108","4,946","4,612","4,612","4,832","5,861","5,458","6,372","5,551","2,705","6,171","1,758","4,530","1,235","3,250",800,"3,001",323,"1,977",17,693,0,0,0,0,0,0
2020-11,경원선,371,보산,30,2,"1,372",421,"2,413",845,"4,268","2,123","3,514","2,685","3,001","1,641","2,632","1,176","2,513","1,480","2,400","1,541","2,588","1,968","2,607","2,051","2,574","2,324","2,844","2,761","4,249","3,093","2,807","3,756","1,887","4,552","1,184","3,123",776,"2,194",403,"2,036",234,"1,302",12,391,0,0,0,0,0,0
2020-11,경원선,372,동두천,12,0,826,432,"2,742","2,643","4,603","7,700","4,995","7,134","3,447","4,551","3,292","3,870","3,346","3,675","3,173","3,229","3,601","3,384","3,357","3,267","4,414","3,251","4,247","3,332","4,528","3,182","5,012","4,774","2,266","4,210","1,228","3,026",823,"2,480",665,"1,886",206,"1,246",5,376,0,0,0,0,0,0
2020-11,경원선,373,소요산,91,1,774,369,951,"1,363","4,167","2,482","3,634","3,404","4,271","5,237","3,188","7,655","4,215","11,537","5,919","12,027","7,985","8,306","12,251","6,851","15,375","4,745","13,164","3,781","8,284","3,401","4,848","2,149","1,610","1,809","1,266","1,352",799,"1,056",329,"1,071",72,805,1,538,0,0,0,0,0,0
2020-11,안산선,280,산본,620,3,"8,096","1,951","21,292","6,086","53,131","13,505","52,117","28,617","24,896","19,668","18,931","16,846","18,542","16,210","20,687","19,302","20,102","21,527","19,255","21,117","20,364","23,560","22,494","26,294","24,228","35,748","28,482","58,804","18,081","53,896","14,856","28,791","15,334","22,496","12,588","18,702","4,211","12,605",584,"2,455",10,0,4,0,2,0
2020-11,안산선,281,대야미,4,1,"2,376","1,005","6,631","3,834","16,331","4,715","18,106","8,260","9,283","4,341","6,665","4,514","6,185","4,471","6,353","4,537","6,634","4,622","6,500","5,033","7,155","6,159","7,844","7,326","8,300","9,197","8,968","13,575","5,027","11,568","3,784","7,415","2,796","6,685","1,697","6,106",690,"3,587",98,616,6,0,5,0,1,0
2020-11,안산선,282,반월,30,0,"3,086",880,"6,865","2,217","16,299","3,279","15,616","7,079","9,088","3,628","6,715","3,236","5,836","3,657","5,673","3,942","5,682","4,564","5,151","4,917","4,905","6,165","5,808","7,395","7,157","9,367","7,020","13,997","3,937","11,000","2,867","8,142","2,016","6,893","1,273","5,671",644,"3,465",84,689,6,0,2,0,1,0
2020-11,안산선,283,상록수,533,15,"13,880","2,575","29,379","7,892","68,699","12,505","65,564","21,689","33,366","15,604","22,723","12,076","20,699","12,754","22,309","14,711","20,701","17,514","17,947","17,361","18,545","19,295","20,423","25,057","24,687","36,133","23,032","60,864","14,076","55,547","10,929","34,408","9,986","32,311","6,692","23,696","2,564","15,286",324,"3,936",35,0,17,0,18,0
2020-11,안산선,284,한대앞,174,1,"6,587",851,"14,944","3,751","28,210","6,656","24,571","16,164","14,153","10,156","11,055","8,663","11,640","8,544","12,122","9,392","11,537","10,769","10,813","10,787","10,895","11,054","12,716","14,069","15,451","19,020","16,148","28,459","8,412","23,252","7,207","15,416","6,844","13,211","5,391","11,013","1,975","7,170",134,"1,768",12,0,15,0,15,0
2020-11,안산선,285,중앙,248,5,"7,495",906,"24,439","7,143","50,360","12,580","41,336","33,452","20,647","27,186","17,595","17,615","19,117","17,184","22,550","21,499","22,373","25,460","21,235","24,556","23,351","24,386","28,290","27,388","33,393","37,838","34,900","60,062","22,560","51,033","23,475","29,556","21,830","25,688","17,855","19,553","7,028","14,170",392,"4,230",52,0,37,0,28,0
2020-11,안산선,286,고잔,210,6,"4,709",807,"11,623","3,829","28,262","11,773","20,378","25,851","11,625","13,212","10,416","9,762","11,060","8,886","10,799","9,259","10,343","10,774","10,671","10,140","11,926","9,686","13,265","9,832","19,303","13,957","21,149","21,857","8,426","18,639","6,604","11,627","6,029","9,529","4,157","8,369","1,671","6,502",124,"2,252",31,0,30,0,11,0
2020-11,안산선,287,초지,301,2,"2,867",382,"7,335","4,429","18,247","8,783","13,970","13,961","7,289","11,123","5,445","5,701","5,598","4,880","6,661","5,560","6,115","7,065","5,432","5,159","6,495","5,019","8,857","5,349","11,151","8,721","11,976","13,651","4,925","12,427","3,507","8,266","2,912","6,914","1,663","5,660",515,"3,571",34,"1,363",1,0,4,0,3,0
2020-11,안산선,288,안산,"1,436",218,"10,586","1,450","11,674","14,795","21,148","36,702","20,842","30,715","16,279","13,206","12,976","11,434","13,287","12,913","15,102","12,871","15,645","12,700","15,369","13,331","17,207","13,892","20,482","14,878","39,031","21,137","42,136","23,707","21,496","20,131","19,302","14,072","11,722","12,678","4,213","9,671","1,367","5,518",140,"2,201",51,328,60,307,70,275
2020-11,안산선,289,신길온천,11,0,"1,948",66,"3,223","1,383","6,144","3,439","5,289","2,598","2,886","1,323","2,369","1,260","2,074","1,403","2,306","1,488","2,111","1,461","1,812","1,775","2,011","2,115","2,433","2,335","3,536","3,496","3,607","4,786","1,637","4,225","1,204","2,840",753,"2,386",379,"1,962",149,"1,388",12,482,0,0,1,0,1,0
2020-11,안산선,290,정왕,245,2,"6,218",241,"8,946","10,456","16,352","22,710","13,093","30,020","9,439","23,065","8,473","13,034","9,273","10,882","12,110","11,870","12,329","12,280","11,444","11,522","14,075","10,903","20,264","10,380","28,612","14,689","29,630","19,163","14,934","14,398","10,853","11,366","7,957","9,661","4,268","7,694","1,479","5,548",30,"1,770",2,0,1,0,4,0
2020-11,안산선,291,오이도,179,4,"6,250",78,"13,933","6,195","31,239","12,734","24,925","14,110","13,342","7,121","10,400","6,953","10,555","8,566","11,127","9,965","10,719","10,580","9,460","10,721","11,027","11,684","13,058","13,252","18,337","17,071","18,177","25,167","9,868","23,211","7,962","14,994","7,400","13,015","4,559","10,603","1,342","8,001",19,"3,191",4,0,6,0,0,0
2020-11,안산선,292,수리산,9,2,"3,078",594,"8,163","1,589","18,654","3,415","17,295","5,464","9,882","3,249","5,979","3,667","5,602","3,262","5,858","3,546","5,095","3,511","4,610","3,655","4,953","4,632","4,578","5,435","4,652","6,586","5,024","11,809","2,667","10,038","1,801","6,195","1,419","5,464",828,"4,607",304,"3,036",42,486,1,0,4,0,0,0
2020-11,과천선,230,선바위,6,3,"1,192","1,031","5,790","8,550","18,534","19,757","24,603","24,402","15,961","15,076","9,395","7,552","8,063","7,121","9,223","7,340","9,285","6,848","9,178","6,851","10,014","7,910","13,422","8,862","23,263","12,143","31,419","17,880","15,178","14,337","9,172","8,426","7,281","7,968","3,897","6,900","1,007","4,146",5,148,2,1,0,0,0,0
2020-11,과천선,231,경마공원,1,0,262,376,833,"2,074","1,975","3,228","2,746","8,636","2,536","7,227","2,655","8,586","2,764","5,412","2,703","3,813","3,087","3,240","3,442","2,724","3,816","2,058","4,467","2,091","8,504","2,016","15,793","2,264","2,608","1,777","1,001","1,195",678,"1,000",265,796,134,563,5,14,0,0,0,0,0,0
2020-11,과천선,232,대공원,7,0,80,307,169,"3,474",715,"3,765","1,086","8,439","1,293","13,249","1,698","16,934","2,918","9,449","5,840","7,459","7,047","8,881","8,841","7,343","11,620","4,475","13,763","2,732","13,007","1,470","9,961","1,071","3,157",791,"2,592",453,"1,584",391,350,253,160,169,0,0,0,0,2,0,0,0
2020-11,과천선,233,과천,16,2,"1,474",660,"5,889","7,694","18,788","3,957","18,342","7,877","10,330","4,338","6,818","3,988","6,305","3,567","6,728","4,380","6,668","4,847","6,671","4,568","6,796","5,267","10,263","6,509","10,987","8,908","7,020","14,689","3,085","12,274","2,113","7,298","1,723","7,195",967,"6,151",264,"4,301",9,153,0,0,0,0,0,0
2020-11,과천선,234,정부과천청사,34,23,"1,503","1,432","5,296","10,109","14,468","19,838","14,470","59,571","9,834","15,191","7,522","9,550","8,064","7,522","9,026","8,364","9,935","8,880","10,568","8,487","12,351","8,568","19,244","9,060","27,962","12,109","47,601","16,397","12,600","13,768","10,132","7,346","9,038","6,997","4,690","5,582","1,244","3,710",8,151,1,0,0,0,1,0
2020-11,과천선,235,인덕원,118,3,"7,667","2,302","24,717","11,508","74,237","31,605","70,391","99,564","37,649","36,194","26,505","19,040","23,927","17,551","26,283","18,066","26,181","21,863","24,310","21,963","25,844","24,297","32,488","30,246","47,531","42,656","78,306","72,425","29,414","64,855","23,115","34,365","21,637","30,634","13,161","29,159","3,769","15,833",47,"2,825",2,0,2,0,0,0
2020-11,과천선,236,평촌,51,1,"3,711","2,275","17,592","8,556","53,579","28,787","44,163","81,789","23,140","34,079","17,046","14,366","15,805","12,917","16,781","13,355","16,051","16,800","16,670","14,794","18,857","15,003","21,403","18,660","38,292","25,790","60,534","42,118","25,250","42,546","18,456","21,733","16,482","16,809","12,441","15,739","3,622","8,043",54,"1,598",1,0,2,0,0,0
2020-11,과천선,237,범계,76,0,"6,932","2,889","27,682","11,141","78,558","20,245","68,797","55,628","35,751","42,376","26,214","27,209","26,286","23,834","29,522","25,241","29,599","31,606","29,342","30,256","32,005","31,353","38,207","37,832","45,293","52,556","56,870","80,307","33,775","71,916","35,426","34,949","28,413","28,957","23,121","24,623","7,304","13,171",279,"2,295",3,0,7,0,5,0
2020-11,분당선,143,선릉,30,1,"1,077","1,080","2,024","11,469","3,994","41,119","6,219","127,176","5,364","84,664","6,333","35,557","8,464","21,963","10,319","19,020","11,885","21,317","13,414","17,600","16,372","14,979","25,660","16,027","43,695","18,180","75,389","23,227","34,031","14,355","20,567","6,464","19,302","5,147","13,514","4,079","3,835","2,804",117,586,0,0,0,0,0,0
2020-11,분당선,144,한티,20,3,"1,651","1,077","6,118","8,518","18,066","21,087","21,743","46,034","13,291","36,771","10,366","22,152","11,824","17,259","15,206","19,874","17,203","25,696","17,040","17,358","20,071","17,243","25,170","21,683","36,136","31,585","41,952","32,468","26,371","23,053","28,174","11,703","20,742","10,517","23,393","8,222","3,513","4,695",80,255,0,0,0,0,0,0
2020-11,분당선,145,도곡,55,15,962,938,"2,717","5,361","7,457","14,240","10,873","23,547","7,639","17,548","6,264","8,252","7,215","6,942","7,903","6,994","8,488","8,001","9,024","7,123","11,909","7,141","13,359","7,751","18,962","9,596","21,645","12,357","11,157","9,913","7,574","5,795","6,507","5,081","4,547","4,304","1,038","2,654",33,388,0,0,0,0,0,0
2020-11,분당선,146,구룡,16,0,362,332,"1,101","3,501","2,556","8,882","3,425","5,822","2,557","2,709","2,354","1,678","2,685","1,454","2,934","1,858","2,413","1,951","2,572","1,891","2,754","1,979","7,178","2,196","5,496","2,479","4,900","3,253","1,807","2,732","1,208","1,572","2,053","1,495",497,"1,358",129,995,1,37,0,0,0,0,1,0
2020-11,분당선,147,개포동,6,0,778,931,"2,926","5,643","7,939","5,652","8,837","8,337","5,398","6,164","4,267","4,623","3,905","3,511","5,089","3,971","4,912","4,588","5,177","4,555","5,209","4,668","8,099","5,150","9,003","6,941","8,141","9,777","4,966","7,524","3,490","4,560","3,591","4,274","2,971","3,908",920,"2,288",17,90,0,1,0,0,0,0
2020-11,분당선,148,대모산입구,17,6,"1,848","1,517","3,070","11,104","8,051","4,207","10,434","8,782","6,016","4,920","4,652","2,973","4,236","2,975","4,889","2,832","4,213","3,362","3,711","3,352","4,538","4,229","8,142","4,436","11,130","5,161","7,812","6,803","3,355","6,035","2,115","3,647","1,355","3,390",996,"2,980",337,"1,964",4,155,0,0,0,0,0,0
2020-11,분당선,149,수서,50,6,"3,114","2,691","6,003","11,240","21,974","23,597","34,063","43,804","21,333","23,899","20,363","18,264","15,887","13,250","20,089","16,717","18,690","17,042","13,700","16,779","21,607","17,964","24,637","22,096","31,787","26,900","40,962","37,081","18,426","27,412","18,132","17,585","12,571","14,564","11,055","12,442","5,746","5,062",19,778,0,0,0,0,1,0
2020-11,분당선,150,복정,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0
2020-11,분당선,313,수원,626,6,"4,724",496,"7,474","3,335","22,242","8,006","22,966","13,610","11,763","10,427","8,009","6,871","8,090","7,720","8,682","8,239","9,401","9,480","9,131","9,635","10,302","9,077","13,275","11,504","16,789","17,693","19,378","22,089","13,501","15,754","13,436","9,119","11,329","7,568","9,062","5,400","3,512","3,497",83,816,2,0,7,0,0,0
2020-11,분당선,314,서울숲,100,1,"2,122",452,"4,621","4,528","12,863","9,540","20,892","34,153","13,982","22,441","7,323","12,910","6,779","10,394","7,981","11,280","9,325","13,731","10,315","13,305","12,958","12,888","17,950","13,185","24,300","14,886","35,921","22,026","17,473","15,582","11,266","8,600","10,252","7,578","6,374","6,434","1,577","3,444",24,793,0,0,0,0,0,0
2020-11,분당선,315,압구정로데오,104,0,"1,785",722,"3,303","10,152","4,908","22,211","6,848","66,302","5,915","89,857","7,175","43,702","10,283","30,480","12,944","27,318","15,744","27,400","19,964","24,661","26,063","23,833","33,970","25,126","50,010","31,256","76,334","40,126","56,526","22,956","48,827","8,763","34,970","5,856","22,265","3,940","6,499","2,434",118,468,0,0,0,0,0,0
2020-11,분당선,316,강남구청,21,1,"1,250",481,"2,392","4,301","5,995","13,745","9,035","51,581","7,498","40,043","6,710","17,739","7,967","12,834","8,836","12,256","10,584","13,727","11,630","12,803","13,328","12,239","14,995","12,222","24,376","15,235","46,916","19,392","24,207","12,737","13,959","6,647","12,893","5,135","8,261","4,271","2,598","2,732",28,624,2,1,0,0,0,0
2020-11,분당선,317,선정릉,10,0,931,758,"1,805","4,379","4,112","11,224","7,009","49,714","5,737","41,646","4,744","15,001","5,562","8,220","6,267","7,508","7,599","8,601","8,972","8,169","9,820","7,195","12,438","7,403","22,009","8,515","43,749","9,948","23,879","6,903","11,674","3,887","10,459","3,642","6,648","3,015","1,872","1,924",32,456,0,0,0,0,0,0
2020-11,분당선,318,가천대,22,1,"4,890",772,"6,669","3,128","17,041","5,625","22,073","22,471","12,923","17,001","9,500","13,367","9,576","9,033","12,184","13,475","10,371","12,394","11,512","11,640","12,135","10,268","17,580","11,149","21,206","16,045","14,715","22,423","8,366","18,959","6,074","13,052","5,558","13,942","5,240","12,297","2,480","8,653",103,693,0,0,0,0,0,0
2020-11,분당선,319,태평,261,20,"14,379","1,415","18,624","5,382","38,419","7,467","60,337","17,017","36,788","10,894","19,762","10,190","16,028","11,341","17,112","13,171","17,450","13,593","15,729","15,626","14,968","22,344","16,138","23,918","18,143","31,394","18,314","44,160","10,095","32,548","7,827","23,325","5,888","26,050","4,285","18,965","1,420","9,701",86,821,0,0,0,0,0,0
2020-11,분당선,320,모란,360,12,"14,552","2,953","19,840","9,915","50,477","20,088","65,296","33,273","44,645","24,280","28,063","21,707","26,686","24,557","29,044","26,896","29,453","29,299","28,145","31,201","32,578","36,174","31,857","35,453","33,732","41,026","37,915","59,111","21,528","46,346","15,669","32,835","14,131","30,547","10,466","23,268","4,616","14,389",208,"1,262",1,0,3,0,0,0
2020-11,분당선,321,야탑,193,4,"6,474","2,912","17,520","13,192","49,167","35,340","60,683","90,287","38,307","49,647","29,144","29,382","30,100","25,925","31,523","30,806","31,519","34,767","32,380","32,630","35,819","34,704","41,918","37,506","56,522","49,137","80,862","68,222","37,777","56,036","28,272","33,126","25,755","26,190","17,272","24,644","5,623","13,421",339,"1,961",1,0,0,0,1,0
2020-11,분당선,322,서현,353,4,"4,275","2,514","11,460","11,109","30,522","35,929","38,469","76,834","26,020","59,348","22,747","33,781","24,695","27,980","28,052","30,108","29,512","32,478","33,070","34,167","36,510","31,711","40,162","35,804","58,749","45,566","78,389","60,391","44,099","46,683","44,302","25,761","36,149","19,846","25,224","15,639","9,464","8,937",577,"1,139",0,0,0,0,0,0
2020-11,분당선,323,수내,162,1,"2,226","1,657","6,268","6,680","16,623","15,739","21,040","50,295","13,720","36,325","10,438","19,235","12,065","13,998","13,801","15,626","15,786","15,554","17,502","15,802","19,998","14,877","22,723","16,458","31,779","20,494","45,567","27,328","22,727","21,750","23,454","11,171","16,725","9,734","12,342","8,505","3,100","4,347",164,736,0,0,0,0,0,0
2020-11,분당선,324,정자,320,5,"3,332","1,035","9,062","15,914","25,205","22,685","31,861","59,997","21,115","43,535","14,769","20,033","15,168","14,210","16,099","14,989","16,693","17,402","17,755","16,333","21,205","17,246","26,448","21,381","36,459","29,624","52,587","45,607","29,923","36,668","22,567","21,083","25,357","17,468","20,459","15,058","7,066","8,372","1,062","2,243",1,0,0,0,0,0
2020-11,분당선,325,미금,527,4,"3,102",658,"10,730","10,330","23,214","19,295","30,638","41,250","21,736","31,036","18,881","18,376","20,428","18,623","21,877","19,849","22,499","23,205","23,163","22,728","27,732","21,465","28,383","25,819","33,551","30,360","37,548","39,483","19,649","31,673","16,344","21,064","17,251","17,781","12,957","15,018","3,672","8,621",173,"1,887",0,0,1,0,0,0
